Emp_ID,Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,City,Gender,Education_Level,Dateofjoining,EmployeeLeaveOrNot
877,32,94770,2,2,0,1,C21,Male,College,08-08-2015,1
879,38,55443,1,2,369502.86,1.43,C8,Male,College,03-07-2015,1
881,32,61069,2,2,634360,2,C16,Male,College,04-06-2015,1
882,30.05,94945,2,4,64438.57,1,C13,Male,College,12-10-2010,1
883,32,50863,1,1,50120,1,C27,Male,College,19-10-2015,1
885,38.67,44241,2,2,83716.67,1,C21,Female,Master,09-10-2017,0
886,36,31954,1,1,0,1,C2,Female,Master,23-09-2015,1
887,24.85,23745,1,1,246244.62,1.46,C14,Male,Bachelor,05-11-2016,1
888,30.5,52254.88,1,1.12,874034.58,3.5,C1,Male,Bachelor,16-06-2015,0
889,31.67,47988,3,3,183338.33,1,C28,Male,Bachelor,28-06-2017,0
890,33.1,43463,1,1,299757.5,2.25,C5,Female,College,08-07-2014,1
892,34.33,51725,2,2,580596.67,2.25,C3,Female,College,10-09-2014,1
893,49.5,73308,1,2,723733.75,2.62,C10,Female,College,27-05-2013,0
894,36.33,45342,3,3,0,1,C28,Male,College,05-01-2016,1
895,30.29,34868,1,1,38731.43,1,C14,Male,Master,13-09-2016,1
896,32,22680,1,1,181165,1,C18,Female,Master,21-08-2015,1
897,51,38502,1,1,1032020,3.25,C4,Male,Bachelor,29-10-2015,1
899,29,28565,1,1,102366.67,1,C20,Male,College,16-06-2015,1
901,31.56,41382,2,2,150624.44,1.33,C8,Female,Bachelor,07-11-2015,1
902,28,55857,2,2,0,1,C28,Male,Bachelor,04-09-2017,0
904,39.58,101179,3,3,744419.17,2,C26,Female,Bachelor,05-06-2015,0
905,31,43831,2,2,0,1,C1,Male,College,31-07-2017,1
906,34.88,108997,3,3,668563.12,2.12,C18,Female,Bachelor,30-08-2016,0
907,35.25,39104,1,1,0,1,C20,Female,Bachelor,08-08-2016,1
908,45.91,33883,1,2,476970,2.14,C4,Male,Bachelor,21-10-2015,1
909,48.67,58807,2,2,246733.33,1,C19,Male,Bachelor,11-07-2015,1
910,35.2,44326,1,1,382192,2.5,C2,Male,Master,21-09-2015,1
912,38,65995,3,3,0,1,C8,Male,College,14-12-2016,1
913,30,72974,3,3,0,1,C26,Male,Bachelor,15-12-2017,0
914,26,45234,1,1,0,1,C5,Female,Master,12-09-2016,1
915,46,18512,1,1,264395,2,C2,Male,College,28-01-2013,1
916,25,30136,1,1,0,1,C15,Male,College,01-09-2016,1
917,24.57,60391,1,1,152295.71,1.86,C22,Male,Master,30-05-2016,1
918,25,20379,1,1,0,1,C4,Female,Master,30-08-2017,1
919,28,39854,2,2,0,1,C13,Female,Master,07-08-2017,1
920,30,46117,2,2,0,1,C1,Male,College,14-10-2016,0
921,34,55630,2,2,0,1,C11,Female,Master,14-11-2016,1
922,34,47484,1,1,101193.33,1,C25,Female,Bachelor,19-10-2015,1
923,31,70339,2,2,0,1,C29,Female,Master,02-01-2017,1
924,24.45,60056,2,2,359868.18,2,C24,Male,Master,08-05-2015,1
926,47.75,21646,1,2,549891.67,2.38,C4,Male,College,07-01-2013,0
927,28.17,61371,1,1,188380,1.5,C29,Male,Master,04-05-2017,1
928,32.5,67236,3,3,0,1,C2,Female,College,20-01-2017,1
929,31,20245,2,2,0,1,C4,Male,Bachelor,14-07-2015,1
930,37,37285,1,1,-101180,1,C7,Female,Master,16-10-2015,1
931,28.89,59393,3,3,612468.89,2.22,C12,Female,College,01-11-2016,1
933,35.71,75765,3,3,862338.57,2.71,C19,Female,Bachelor,07-11-2016,0
935,38.88,23823,1,1,1617697.5,3.25,C20,Female,College,22-10-2015,1
936,26.75,42607,1,1,113035,1,C3,Male,Master,05-09-2017,0
937,32,36846,1,2,104526,1,C13,Male,College,07-05-2015,1
938,34,70330,3,3,183031.67,1.5,C4,Female,Master,04-03-2017,1
939,44.36,87153,1,4,452382.14,1.21,C22,Female,College,30-07-2012,1
940,23,69972,1,1,70540,1.17,C22,Female,Master,01-05-2017,1
941,35.5,100893,3,3,87220,1,C14,Female,Bachelor,08-05-2017,1
942,29,40688,2,2,0,1,C28,Male,Master,13-02-2017,1
943,52.25,24923,1,1,967952.5,3.38,C22,Male,College,29-09-2015,0
944,36,93093,1,3,297727.14,1.43,C20,Female,College,11-07-2014,1
945,38.58,83025,2,3,1080990.83,3,C3,Female,Master,29-05-2012,0
946,43,58803,1,2,777241.25,2.88,C22,Male,Bachelor,25-04-2013,0
947,29.83,74402,3,3,163956.67,1,C6,Female,Bachelor,12-04-2017,1
948,35,24634,1,1,0,1,C12,Female,Master,09-01-2016,1
949,25,31392,1,1,0,1,C24,Female,Master,23-05-2017,1
951,40.44,70478,3,3,0,1,C13,Male,College,31-10-2016,1
952,37,27483,1,1,200020,2,C18,Male,College,28-11-2017,0
953,25.5,17253,1,1,0,1,C13,Male,College,01-06-2016,1
954,30.17,43996,1,2,1081313.33,3.25,C13,Male,College,29-08-2011,0
955,33,99893,3,3,0,1,C10,Male,Master,30-03-2017,1
956,28.93,29492,2,2,425535.33,2,C22,Male,Bachelor,19-10-2016,0
958,35,50799,2,2,45822.86,1,C22,Male,College,05-06-2017,1
959,33.8,85685,3,3,229440,1.6,C17,Female,Bachelor,31-07-2017,0
960,39,107936,3,3,704821.43,2.71,C3,Female,Master,12-06-2017,0
961,42,35996,1,1,0,1,C26,Female,Master,14-12-2015,1
962,37,45278,1,1,0,1,C9,Male,Bachelor,08-12-2015,1
963,40,48483,1,1,0,1,C16,Male,Bachelor,30-10-2017,0
964,30.83,46679,2,2,0,1,C8,Male,College,11-07-2016,1
965,42,74516,1,2,919037.5,2.5,C20,Male,Master,13-05-2013,1
967,45,59526,2,2,0,1,C11,Male,Master,05-10-2015,1
968,26,20785,1,1,127382,1,C4,Male,Bachelor,17-09-2015,1
970,38,83350,3,3,0,1,C4,Male,College,28-09-2017,1
971,26,61982,3,3,100910,1,C29,Male,Master,30-11-2015,1
972,52,47194,1,2,282594.29,1.43,C1,Male,College,25-01-2013,1
973,45.92,90484,1,3,932850.83,2.62,C22,Male,College,23-07-2012,0
974,23,30461,1,1,507470,2.2,C8,Female,Bachelor,03-08-2015,1
975,38,33721,1,1,69494,1,C7,Female,Bachelor,22-09-2016,1
977,30.15,28297,1,1,1072510,3.31,C16,Female,Bachelor,04-10-2016,1
978,32,60185,2,2,277465,1.75,C12,Male,Master,05-01-2016,1
979,28,41620,1,1,287511.25,2,C23,Female,Master,21-07-2016,1
980,35.67,49277,2,2,0,1,C27,Male,Master,28-09-2017,1
981,39.83,72118,3,3,186378.33,1,C14,Female,College,30-06-2017,0
982,31,60672,3,3,61824,1,C12,Male,Bachelor,31-07-2017,0
984,28.56,53058,1,2,976682.5,2.31,C22,Male,Master,20-05-2015,1
985,27.33,49031,1,1,140882.22,1.67,C25,Male,Bachelor,11-12-2013,1
988,35,60797,3,3,0,1,C10,Male,Bachelor,04-08-2017,0
990,41.67,119806,1,4,1281477.5,2.38,C17,Female,Bachelor,06-12-2012,0
991,30.17,61823,2,2,1348925.83,3.5,C23,Male,Bachelor,04-01-2017,0
992,45.33,52083,1,1,275630,1.83,C7,Male,Bachelor,20-07-2016,0
994,32,39502,2,2,384897.5,1.75,C20,Male,Master,25-12-2014,1
995,31,69418,1,3,212121.67,1,C17,Male,Bachelor,01-05-2013,1
996,37,46134,1,1,106780,1,C6,Male,Master,18-05-2015,1
997,27.71,40654,2,2,276210,1.86,C14,Male,College,21-10-2014,1
998,32,37617,1,1,206606,1.6,C19,Male,College,02-06-2015,1
999,23,36811,2,2,238500,1.75,C20,Female,Bachelor,05-05-2017,0
1000,27.6,56016,1,1,0,1,C3,Female,Master,28-11-2016,1
1001,37.78,127070,2,3,182960,1.33,C25,Female,Master,12-01-2015,1
1002,29,58277,1,1,64773.33,1,C3,Male,College,28-12-2015,1
1003,28,11706,1,1,114092,1,C18,Male,College,24-08-2015,1
1004,31,58588,2,2,84892,1,C14,Male,College,18-11-2015,1
1005,30,58540,1,1,0,1,C8,Female,College,10-08-2015,1
1007,30.43,87810,2,2,96480,1,C20,Male,Master,03-05-2017,1
1008,23,33831,1,1,0,1,C27,Male,Bachelor,29-11-2016,1
1009,40.78,65464,3,3,182665.56,1,C19,Female,College,29-08-2016,1
1010,33.55,120188,1,4,1894071.36,2.77,C27,Female,Bachelor,27-09-2010,1
1011,30.25,76776,2,2,138787.5,1,C12,Male,Master,11-07-2017,1
1012,39,50281,3,3,0,1,C8,Male,College,24-06-2017,1
1013,28.62,30930,1,1,544133.12,2.88,C14,Female,Master,29-08-2016,0
1014,26,60396,3,3,294463.33,2,C2,Male,College,28-09-2017,0
1015,32,87047,3,3,36334,1,C9,Male,Master,03-08-2017,0
1016,47,82704,1,2,239810,1.5,C12,Female,Master,15-10-2012,1
1017,41,57869,2,2,266496.67,1.67,C14,Female,Master,17-09-2012,1
1019,32,32652,2,2,0,1,C19,Female,Master,27-09-2017,0
1020,38,22245,3,3,100000,1.25,C24,Male,Bachelor,12-07-2016,1
1021,37.5,25106,1,1,0,1,C29,Male,College,20-06-2017,1
1023,27,79926,3,3,184651.25,1.75,C26,Male,Master,24-12-2016,1
1024,27,24582,1,1,0,1,C19,Female,Master,09-05-2017,1
1026,27,48868,1,1,0,1,C4,Male,Master,17-11-2017,0
1027,25,27607,1,1,0,1,C19,Female,Bachelor,05-08-2016,1
1028,26,63844,2,2,0,1,C15,Male,Master,14-06-2017,1
1029,24,20363,1,1,0,1,C17,Male,College,18-12-2017,0
1030,28,20101,1,1,0,1,C2,Male,Master,22-09-2015,1
1031,44.42,62990.62,2,2.12,1030992.5,3,C7,Male,Bachelor,07-11-2011,0
1032,30,17000,1,1,224334,1.6,C7,Male,College,31-07-2017,0
1033,27.33,41705,1,1,270849.17,1.5,C12,Male,College,16-11-2016,1
1035,37.26,51680,2,2,505857.37,1.95,C7,Female,Master,18-08-2015,1
1036,39,32263,3,3,0,1,C17,Female,Master,20-04-2017,1
1037,35.83,135414,1,4,1547324.17,2.38,C10,Female,Master,27-04-2013,0
1038,31,21543,3,3,51037.5,1,C4,Male,Bachelor,11-11-2016,1
1039,44.25,138069,2,4,1110280,2,C26,Male,Bachelor,05-07-2012,0
1040,32,62748,2,2,0,1,C11,Male,Master,08-09-2016,1
1041,38,49443,3,3,40700,1,C18,Female,Bachelor,19-06-2017,1
1043,32.67,93121,2,3,760343.33,2.38,C12,Male,Bachelor,14-05-2012,0
1046,33.91,76198,2,3,952663.64,2.45,C2,Male,Master,11-10-2010,1
1048,37,52668,2,2,0,1,C1,Female,Master,17-07-2017,1
1049,27.67,37278,1,1,546005,2.33,C26,Male,Master,09-05-2015,1
1050,30.92,32062.79,1,1.04,620817.08,2.71,C28,Female,Bachelor,07-01-2015,0
1051,33.42,77483,1,2,611517.08,2.5,C5,Female,Master,30-04-2013,0
1054,36.4,92940,3,3,197960,1,C2,Female,Bachelor,09-08-2017,0
1055,33,70772,2,2,125000,1,C6,Male,Master,26-05-2015,1
1056,32,92713,2,2,1232985,3.25,C5,Male,Master,11-09-2017,0
1057,32.21,52553,3,3,866633.57,2.71,C29,Male,Bachelor,12-11-2016,0
1058,36.5,47696,2,2,125765,1,C7,Female,College,30-12-2016,1
1059,28,45330,1,1,43960,1,C2,Male,Master,13-07-2015,1
1060,32,80290,2,2,0,1,C29,Male,Bachelor,18-08-2016,1
1061,26.6,24932,1,1,0,1,C10,Male,Bachelor,27-12-2016,1
1062,29,69071,2,2,0,1,C5,Female,College,30-03-2017,1
1063,36.08,82503,3,3,386893.85,1.69,C20,Male,Master,30-11-2016,1
1064,33.55,104966,3,3,0,1,C27,Male,College,18-07-2016,1
1065,46,76467,2,3,369803.33,1.33,C4,Male,Master,27-09-2010,1
1066,28.75,26253,1,1,79360,1,C29,Male,College,15-09-2017,0
1067,40.5,68596,1,3,498852.5,1,C6,Male,Master,25-04-2013,1
1069,36,55834,2,2,149168.57,1.43,C6,Female,College,10-12-2015,1
1070,33,101638,3,3,124657.14,1.43,C8,Male,Master,02-06-2017,0
1072,26.64,55648,1,1,386105,2.36,C16,Male,Master,21-11-2013,1
1073,26,67149,1,1,434896,2.8,C20,Male,Bachelor,31-07-2017,0
1075,39.5,52480,2,2,0,1,C14,Male,Bachelor,27-07-2015,1
1076,29,51837,1,1,163161.25,1.38,C13,Male,Bachelor,30-11-2016,1
1077,24.92,42768,1,1,595790.83,3,C3,Female,College,27-05-2015,0
1078,37.5,31540,3,3,209863.75,1.38,C25,Male,College,02-05-2017,0
1079,40,84873,3,3,30132,1,C20,Male,College,28-06-2017,1
1080,35.57,47594,1,1,0,1,C9,Male,Bachelor,22-10-2015,1
1081,24,55551,1,1,-48480,1,C5,Female,Master,14-05-2015,1
1082,34.67,35079,2,2,72400,1,C27,Female,Bachelor,14-04-2017,1
1083,26,60417,1,1,0,1,C28,Female,Bachelor,28-10-2016,1
1084,29.5,49521,1,1,117505,1,C1,Male,Master,13-01-2016,1
1085,35,62637,2,2,431156,1.6,C3,Female,Master,10-10-2015,1
1086,34.5,94519,2,2,0,1,C25,Male,Bachelor,31-08-2017,1
1087,35,89854,3,3,510652,2.2,C3,Male,College,31-07-2017,0
1089,37,60905,1,1,0,1,C11,Male,Master,05-04-2017,1
1090,37.92,96750,2,4,2099270.42,2.75,C13,Male,College,27-06-2011,0
1091,30.3,45720,1,1,660038,2.8,C22,Female,Master,03-01-2015,1
1092,30.05,36118,1,1,518346.67,2.57,C16,Female,College,10-02-2015,1
1093,36.33,77831,1,3,769705.42,2.25,C1,Male,Bachelor,23-07-2012,0
1094,40.86,56347,2,2,167892.86,1.43,C8,Female,College,01-08-2015,1
1095,23.75,30442,1,1,118796.25,1.38,C20,Female,Master,09-05-2015,1
1096,26,73363,2,2,0,1,C14,Male,College,22-05-2017,1
1097,34.17,69794,2,2,380131.67,2.5,C5,Male,Bachelor,18-07-2017,0
1098,40,41591,3,3,145254.29,1.43,C10,Male,Bachelor,29-05-2017,1
1099,32,61413,2,2,353872,2,C3,Female,College,02-08-2017,0
1101,32.75,26592,1,1,237156.25,2.12,C25,Male,Master,09-09-2015,1
1102,31,73245,3,3,0,1,C7,Male,Master,13-07-2017,1
1103,26,40318,1,1,0,1,C1,Male,Master,07-08-2017,1
1104,32,73594,3,3,1324528.57,3.57,C7,Female,Master,01-06-2017,1
1105,42,59168,1,1,419700,2,C6,Male,College,02-06-2015,1
1106,35.83,49193,1,2,713866.67,2.75,C21,Male,Bachelor,29-01-2013,0
1107,39,65633,3,3,0,1,C20,Male,Master,21-11-2017,0
1108,32,47188,1,1,193180,1.75,C15,Male,Bachelor,22-10-2015,1
1109,35.92,88798,1,3,845191.67,2.88,C27,Female,College,03-12-2012,0
1110,26,41167,1,1,0,1,C18,Male,Bachelor,08-12-2016,1
1111,38.75,153109,3,4,1735867.5,2.25,C28,Male,Master,02-06-2010,0
1112,38,27432,1,1,323194,1.6,C13,Female,Master,28-09-2015,1
1113,35.67,50769,1,1,100385.56,1,C9,Male,Master,10-10-2016,1
1114,34,85781,3,3,353174,1.6,C9,Female,Bachelor,01-08-2017,0
1115,31,64444,2,2,0,1,C16,Male,Master,28-09-2017,0
1116,34.6,89585,2,2,292068,1.6,C17,Male,Bachelor,31-07-2017,0
1117,34,52990,2,2,138110,1,C26,Male,Master,05-08-2015,1
1118,29,49410,2,2,2994154,4,C7,Male,College,31-07-2017,0
1119,28.86,41581,1,1,1386370.71,3.71,C21,Female,Bachelor,16-11-2016,0
1122,30,80591,3,3,0,1,C18,Male,Bachelor,11-10-2016,1
1123,42.08,55112,1,2,668000,2.85,C20,Female,Bachelor,30-04-2013,1
1125,34,71977,3,3,325990,2,C18,Female,College,28-09-2017,0
1126,38,43747,2,2,0,1,C25,Male,Bachelor,17-04-2017,1
1129,32.5,73087,1,2,789555.83,3,C6,Male,College,04-06-2015,1
1130,26.75,46464,1,1,0,1,C4,Male,Bachelor,31-10-2016,1
1131,24,68309,1,2,201953.33,1,C19,Female,College,07-05-2015,1
1133,32,44062,1,1,79896.67,1,C27,Female,Master,11-02-2017,1
1134,33.12,112066,3,3,348225,1.62,C19,Male,Bachelor,02-08-2016,1
1136,35,50118,2,2,0,1,C17,Female,College,30-11-2015,1
1137,33,102175,3,3,204764,1.6,C21,Male,Bachelor,17-08-2017,1
1138,31,81440,3,3,0,1,C24,Male,Master,29-05-2017,1
1139,34.33,49939,1,1,484276.67,2.62,C25,Female,College,11-11-2015,0
1140,25,46856,1,1,0,1,C29,Male,Bachelor,01-08-2015,1
1141,37,61133,3,3,62290,1,C8,Female,Master,15-09-2015,1
1143,32,30860,1,2,327760,2.09,C29,Male,Master,14-05-2015,1
1144,33.25,69412,2,2,652778.75,2.88,C4,Male,Master,01-05-2017,0
1145,31,60118,2,2,0,1,C20,Male,Master,28-11-2017,0
1146,34,27548,2,2,25001.67,1,C26,Male,Bachelor,30-01-2017,1
1147,36.08,69789,2,4,1069706.25,2.25,C29,Female,College,15-10-2012,0
1149,35,82078,3,3,449847.78,2,C28,Female,Bachelor,29-03-2017,0
1150,34.67,38572,2,2,124398.89,1.33,C1,Female,Master,13-03-2017,1
1151,33,103994,4,4,28176,1,C8,Male,College,29-08-2016,1
1152,33.33,17607,2,2,44920,1,C23,Female,College,05-01-2016,1
1153,34,108284,3,3,0,1,C9,Female,Master,03-11-2017,0
1154,33,30106,1,1,20930,1,C12,Male,College,24-11-2015,1
1155,24.67,51796,1,1,138600,1,C16,Female,Master,06-11-2015,1
1156,31,46239,1,1,88750,1,C27,Male,Bachelor,17-09-2015,1
1157,31,57356,1,1,0,1,C3,Male,Master,07-12-2017,0
1158,32.5,62905,3,3,196365,1.25,C24,Female,Bachelor,05-08-2016,1
1159,34,50547,3,3,140032,1.6,C10,Male,Master,07-08-2017,0
1160,28,12779,1,1,0,1,C7,Male,College,21-02-2017,1
1161,29.42,62778,1,2.25,974232.08,2.62,C12,Male,Bachelor,08-02-2014,0
1162,36,114416,3,3,0,1,C21,Male,Master,14-12-2017,0
1163,24,22962,1,1,228560,1,C8,Female,College,15-09-2015,1
1164,33.04,32376,1,1,400630.87,2.39,C7,Female,Master,04-08-2014,1
1165,38.33,90921.5,1,2.17,1218862.92,3.38,C16,Female,Bachelor,01-10-2015,0
1166,35,18378,1,1,0,1,C10,Male,Bachelor,07-08-2017,1
1167,28.27,22895,1,2,190591.82,1.27,C23,Male,College,25-08-2014,1
1169,32.2,95188,3,3,201814,1.6,C21,Male,Bachelor,31-07-2017,0
1172,28,76076,2,2,445876.67,1.5,C9,Male,Bachelor,01-12-2016,1
1173,40.22,26301,1,1,365778.33,2.33,C22,Male,Master,06-05-2013,0
1175,41.36,52588,1,1,336736.36,2.55,C27,Female,Master,06-12-2014,1
1177,25.43,23094,1,1,706697.14,2.93,C27,Male,College,01-11-2016,0
1178,41.8,71974,3,3,149771,1.3,C16,Male,Bachelor,09-03-2017,0
1179,50.58,78200,1,3,720299.17,2.75,C18,Female,Bachelor,13-01-2014,0
1180,33,66416,2,2,0,1,C16,Female,Bachelor,14-06-2017,1
1181,32.67,122554,1,4,2241977.08,2.75,C22,Female,Bachelor,05-11-2012,0
1182,38,75499,3,3,0,1,C24,Male,College,08-06-2017,1
1183,34.67,99876,3,3,0,1,C12,Male,College,30-01-2017,1
1185,27,39328,1,1,294104.44,2,C24,Male,Master,10-02-2015,1
1186,30,64699,2,3,0,1,C27,Female,Bachelor,13-02-2015,1
1187,30,109986,3,3,180084,1.4,C8,Female,Master,29-07-2016,1
1188,32.17,101005,2,4,1307173.33,2.38,C8,Female,College,03-05-2010,0
1189,26,15970,1,1,0,1,C19,Male,Bachelor,17-04-2017,1
1190,28,61991,2,2,434640,3,C1,Male,College,04-10-2017,0
1191,36,118722,1,4,1473435.42,2.12,C7,Male,Master,23-06-2014,0
1192,24,21234,1,1,0,1,C5,Female,Master,11-07-2016,1
1193,29,50022,2,2,86976.67,1,C28,Male,Master,15-11-2016,1
1194,24,61727,2,2,0,1,C15,Female,College,13-12-2017,0
1195,33,55949,2,2,0,1,C27,Female,Bachelor,18-12-2017,0
1196,25.4,46789,2,2,28812,1,C23,Male,College,30-11-2015,1
1197,22,26083,1,1,85714.29,1.43,C6,Female,College,21-06-2016,1
1198,32,70899,2,2,322748,2.2,C4,Male,Master,14-08-2017,0
1199,24.33,19245,1,1,0,1,C28,Male,College,28-09-2017,0
1200,38,107178,3,3,368658.75,1.75,C20,Male,Bachelor,01-05-2017,0
1201,42,43305,2,2,0,1,C22,Male,Master,20-11-2017,0
1202,30,75735,2,2,141095,1,C10,Female,Master,15-06-2015,1
1203,27.25,51433,2,2,0,1,C22,Male,Bachelor,02-08-2017,1
1204,36.63,40035,1,1,382481.58,2.11,C18,Male,College,13-05-2015,1
1205,27.65,95465,2,2,1078870,3.18,C14,Male,Bachelor,21-07-2015,1
1206,41.33,66352.56,2,2.06,885471.11,2.94,C15,Female,Bachelor,28-06-2016,0
1207,28,56498,2,2,0,1,C24,Male,College,12-04-2017,1
1208,30,36558,1,1,0,1,C10,Male,Master,08-01-2016,1
1209,35,62599,3,3,0,1,C21,Male,Bachelor,30-11-2017,0
1210,37,59653,2,2,0,1,C25,Male,College,19-12-2017,0
1211,27,48097,3,3,0,1,C1,Female,Master,22-06-2017,1
1212,26.7,47419,1,2,741477,2.5,C9,Male,College,16-05-2015,1
1213,47.75,54491,1,1,647383.33,3,C7,Male,Master,07-09-2015,0
1214,37.2,55698,2,2,245276,2.2,C20,Male,Master,01-08-2017,0
1215,26,18088,1,1,0,1,C28,Male,College,29-05-2017,1
1216,30,37992,1,1,302746.67,2,C1,Male,Bachelor,13-08-2016,1
1217,38,48409,1,1,0,1,C5,Male,Master,01-08-2016,1
1218,27.33,37630,2,2,0,1,C12,Male,Bachelor,13-10-2016,1
1219,22,30295,1,1,0,1,C20,Female,College,25-10-2016,1
1220,37,90851,3,3,0,1,C29,Female,Master,15-11-2016,1
1222,32.61,87845,2,2,514635.56,2.33,C20,Female,Master,13-07-2016,0
1223,28,54527,2,2,0,1,C14,Male,Master,16-01-2017,1
1224,33,78442,3,3,726416.67,2.17,C28,Male,Master,03-09-2016,0
1225,28.92,42262,1,1,527593.75,2.75,C11,Female,Bachelor,25-04-2013,0
1226,32,12456,1,1,214383.33,1,C7,Male,College,13-05-2015,1
1227,33,71748,2,2,0,1,C12,Female,Master,30-11-2017,0
1228,32,45575,1,1,343048.89,1.67,C9,Male,Bachelor,08-09-2016,1
1229,34.7,115006,1,4,2155005,2.5,C17,Male,College,17-12-2014,1
1230,35,92594,3,3,356903.75,1.75,C8,Female,Master,01-05-2017,0
1231,44,82540,3,3,159440,1.4,C7,Female,Master,31-07-2017,0
1232,29.5,133978,2,4,1459313,2.6,C27,Male,Master,31-05-2012,1
1233,31.86,42565,2,2,284317.14,1.64,C5,Female,Bachelor,20-06-2016,1
1234,36.83,21755,1,1,509162.08,2.75,C28,Male,Bachelor,29-06-2015,0
1235,33.75,50372,1,1,65550,1,C3,Male,College,08-12-2016,1
1236,41.2,94965,1,2,402636,1.9,C10,Male,Bachelor,14-11-2013,1
1238,27.67,106983,2,4,2381627.08,2.88,C12,Male,College,26-11-2012,0
1239,23.89,50554,1,1,209353.33,1.67,C3,Female,Master,10-03-2015,1
1242,43,67971,3,3,75341.67,1,C24,Female,Master,10-02-2017,1
1243,39,81975,1,3,1047217.92,3,C27,Female,Master,18-07-2013,0
1244,35.57,15291,2,2,107332.86,1,C10,Female,College,19-05-2017,1
1245,31.67,43975,2,2,27200,1,C20,Male,Bachelor,03-07-2017,1
1246,30.4,44069,1,1,161200,1.6,C11,Female,Bachelor,18-11-2015,1
1247,31.92,19217,1,1,270447.5,1.5,C29,Male,College,01-12-2016,1
1248,35,39499,1,1,0,1,C27,Female,Bachelor,25-07-2016,1
1249,22.58,33737.58,1,1.08,2279650.83,3.58,C5,Male,Bachelor,14-01-2017,0
1250,39.46,55519,1,1,319553.08,2.15,C14,Female,Master,22-05-2015,1
1251,37.14,130277,3,3,141145.71,1,C25,Female,Bachelor,04-07-2016,1
1252,23.6,47117,2,2,100084,1,C6,Female,College,30-05-2017,1
1255,41,84791,3,3,0,1,C2,Male,College,24-04-2017,1
1258,29,98630,2,2,12400,1,C23,Female,College,21-07-2016,1
1259,37.67,72550,1,2,866362.5,3,C21,Male,Bachelor,07-05-2015,0
1260,31,15520,1,1,0,1,C17,Female,College,28-12-2015,1
1261,28.8,73103,2,2,290426,1.6,C17,Male,College,25-11-2013,1
1262,31,66074,2,2,0,1,C20,Male,College,16-06-2015,1
1263,37.31,62041,2,2,2274017.69,3.08,C16,Male,Bachelor,12-12-2016,0
1264,27,77369,1,3,289062,1,C19,Female,Master,29-04-2013,1
1265,33.58,60358,1,2,445949.58,2.12,C7,Male,College,24-06-2015,0
1267,29.71,35658,1,1,531440,2.5,C19,Male,Master,31-10-2016,0
1268,38,66569,2,2,195870,1.75,C26,Male,Master,01-09-2017,0
1269,36.25,98306,1,2,784266.67,2.75,C2,Female,College,27-04-2013,1
1271,37.67,108122,5,5,1442923.33,2,C12,Female,College,31-08-2015,0
1272,32,38456,2,2,0,1,C20,Female,Bachelor,18-07-2017,1
1273,32,72186,2,2,0,1,C11,Female,Master,07-12-2017,0
1274,52.58,136744.75,1,3.25,2124457.08,3.38,C15,Male,Master,08-06-2015,0
1275,30,10883,1,1,0,1,C18,Female,College,23-09-2015,1
1276,36.27,42785,1,1,93442.67,1.2,C22,Male,Bachelor,21-10-2016,0
1277,32,53471,2,2,62660,1,C22,Male,Bachelor,06-05-2016,1
1278,31,78444,3,3,0,1,C5,Male,Master,11-04-2017,1
1279,24,34521,1,1,125000,1,C3,Female,Bachelor,26-10-2015,1
1280,41,100150,3,3,273684,1,C20,Female,Bachelor,10-10-2015,1
1281,29,65870,3,3,68055,1,C10,Male,College,29-08-2016,1
1283,27.65,50693,2,2,373997.06,1.53,C7,Female,College,30-07-2016,0
1284,27.57,53931,1,1,359020,2.07,C2,Female,Bachelor,14-11-2016,0
1285,30.78,55419,2,2,267181.11,1.67,C12,Male,Master,27-10-2015,1
1286,34.33,81271,3,3,240956.67,2,C15,Male,College,02-10-2017,0
1287,26,52789,1,1,153432.5,1.38,C7,Female,Bachelor,28-05-2015,1
1288,33.67,94237,3,3,0,1,C20,Male,Bachelor,05-10-2016,1
1289,36.2,39644,1,1,384327.5,2.3,C1,Male,Master,30-05-2015,1
1290,35.82,27467,1,1,327377.65,2.06,C24,Female,Master,15-08-2016,0
1294,23,89580,3,3,87663.33,1,C20,Male,Master,28-09-2017,0
1295,31,51643,1,2,-4770,1,C23,Male,Master,29-04-2013,1
1296,25.5,50803,1,1,110420,1,C19,Male,Master,06-06-2015,1
1297,37.75,18106,1,1,107020,1,C20,Female,Bachelor,07-12-2015,1
1298,35.67,72219,2,2,290664,1.6,C28,Female,Bachelor,04-07-2016,1
1300,35,39823,1,1,58333.33,1,C19,Male,Master,02-11-2016,1
1301,32.67,74620,2,2,176614.67,1.4,C7,Male,Bachelor,11-07-2016,1
1303,33,78813,2,2,58333.33,1,C26,Female,Master,26-10-2016,1
1304,26.5,32574,1,1,58560,1,C21,Female,Bachelor,30-07-2016,1
1305,25,21150,1,1,210806.67,1,C24,Female,College,08-10-2015,1
1306,35,26928,1,1,361162,1.6,C15,Female,College,22-05-2015,1
1307,35,55638,3,3,0,1,C17,Male,College,04-05-2016,1
1308,36,58027,3,3,0,1,C29,Male,College,05-09-2016,1
1309,33.17,70921,3,3,208233.33,1.5,C11,Male,Bachelor,04-04-2016,1
1312,21,22115,1,1,115948,1,C6,Female,College,30-05-2015,1
1314,28,36070,1,1,0,1,C13,Male,Master,20-05-2015,1
